"","score","asfeeling"
"27109",56,"Lightly Favorable"
"27110",100,"Strongly Favorable"
"27111",89,"Strongly Favorable"
"27112",89,"Strongly Favorable"
"27113",100,"Strongly Favorable"
"27114",81,"Strongly Favorable"
"27115",79,"Strongly Favorable"
"27116",100,"Strongly Favorable"
"27117",93,"Strongly Favorable"
"27118",18,"Strongly unfavorable"
"27119",50,"Unfavorable"
"27120",100,"Strongly Favorable"
"27121",50,"Unfavorable"
"27122",100,"Strongly Favorable"
"27123",50,"Unfavorable"
"27124",100,"Strongly Favorable"
"27125",86,"Strongly Favorable"
"27126",75,"Lightly Favorable"
"27127",81,"Strongly Favorable"
"27128",54,"Lightly Favorable"
"27129",63,"Lightly Favorable"
"27130",91,"Strongly Favorable"
"27131",75,"Lightly Favorable"
"27132",81,"Strongly Favorable"
"27133",100,"Strongly Favorable"
"27134",77,"Strongly Favorable"
"27135",52,"Lightly Favorable"
"27136",63,"Lightly Favorable"
"27137",95,"Strongly Favorable"
"27138",50,"Unfavorable"
"27139",68,"Lightly Favorable"
"27140",60,"Lightly Favorable"
"27141",59,"Lightly Favorable"
"27142",99,"Strongly Favorable"
"27143",100,"Strongly Favorable"
"27144",100,"Strongly Favorable"
"27145",41,"Unfavorable"
"27146",100,"Strongly Favorable"
"27147",75,"Lightly Favorable"
"27148",86,"Strongly Favorable"
"27149",49,"Unfavorable"
"27150",60,"Lightly Favorable"
"27151",85,"Strongly Favorable"
"27152",90,"Strongly Favorable"
"27153",100,"Strongly Favorable"
"27154",80,"Strongly Favorable"
"27155",50,"Unfavorable"
"27156",95,"Strongly Favorable"
"27157",99,"Strongly Favorable"
"27158",100,"Strongly Favorable"
"27159",72,"Lightly Favorable"
"27160",50,"Unfavorable"
"27161",90,"Strongly Favorable"
"27162",76,"Strongly Favorable"
"27163",80,"Strongly Favorable"
"27164",84,"Strongly Favorable"
"27165",82,"Strongly Favorable"
"27166",54,"Lightly Favorable"
"27167",81,"Strongly Favorable"
"27168",51,"Lightly Favorable"
"27169",89,"Strongly Favorable"
"27170",29,"Unfavorable"
"27171",81,"Strongly Favorable"
"27172",81,"Strongly Favorable"
"27173",25,"Strongly unfavorable"
"27174",86,"Strongly Favorable"
"27175",90,"Strongly Favorable"
"27176",71,"Lightly Favorable"
"27177",84,"Strongly Favorable"
"27178",64,"Lightly Favorable"
"27179",75,"Lightly Favorable"
"27180",90,"Strongly Favorable"
"27181",100,"Strongly Favorable"
"27182",49,"Unfavorable"
"27183",70,"Lightly Favorable"
"27184",77,"Strongly Favorable"
"27185",74,"Lightly Favorable"
"27186",50,"Unfavorable"
"27187",99,"Strongly Favorable"
"27188",72,"Lightly Favorable"
"27189",72,"Lightly Favorable"
"27190",50,"Unfavorable"
"27191",90,"Strongly Favorable"
"27192",100,"Strongly Favorable"
"27193",100,"Strongly Favorable"
"27194",75,"Lightly Favorable"
"27195",56,"Lightly Favorable"
"27196",53,"Lightly Favorable"
"27197",60,"Lightly Favorable"
"27198",100,"Strongly Favorable"
"27199",93,"Strongly Favorable"
"27200",96,"Strongly Favorable"
"27201",100,"Strongly Favorable"
"27202",85,"Strongly Favorable"
"27203",50,"Unfavorable"
"27204",84,"Strongly Favorable"
"27205",90,"Strongly Favorable"
"27206",100,"Strongly Favorable"
"27207",50,"Unfavorable"
"27208",70,"Lightly Favorable"
"27209",48,"Unfavorable"
"27210",89,"Strongly Favorable"
"27211",100,"Strongly Favorable"
"27212",61,"Lightly Favorable"
"27213",10,"Strongly unfavorable"
"27214",65,"Lightly Favorable"
"27215",80,"Strongly Favorable"
"27216",78,"Strongly Favorable"
"27217",80,"Strongly Favorable"
"27218",50,"Unfavorable"
"27219",50,"Unfavorable"
"27220",65,"Lightly Favorable"
"27221",84,"Strongly Favorable"
"27222",95,"Strongly Favorable"
"27223",75,"Lightly Favorable"
"27224",78,"Strongly Favorable"
"27225",51,"Lightly Favorable"
"27226",69,"Lightly Favorable"
"27227",56,"Lightly Favorable"
"27228",88,"Strongly Favorable"
"27229",41,"Unfavorable"
"27230",53,"Lightly Favorable"
"27231",96,"Strongly Favorable"
"27232",99,"Strongly Favorable"
"27233",49,"Unfavorable"
"27234",76,"Strongly Favorable"
"27235",50,"Unfavorable"
"27236",50,"Unfavorable"
"27237",100,"Strongly Favorable"
"27238",80,"Strongly Favorable"
"27239",90,"Strongly Favorable"
"27240",50,"Unfavorable"
"27241",90,"Strongly Favorable"
"27242",50,"Unfavorable"
"27243",20,"Strongly unfavorable"
"27244",100,"Strongly Favorable"
"27245",97,"Strongly Favorable"
"27246",83,"Strongly Favorable"
"27247",100,"Strongly Favorable"
"27248",99,"Strongly Favorable"
"27249",77,"Strongly Favorable"
"27250",100,"Strongly Favorable"
"27251",80,"Strongly Favorable"
"27252",50,"Unfavorable"
"27253",78,"Strongly Favorable"
"27254",88,"Strongly Favorable"
"27255",84,"Strongly Favorable"
"27256",50,"Unfavorable"
"27257",60,"Lightly Favorable"
"27258",90,"Strongly Favorable"
"27259",90,"Strongly Favorable"
"27260",50,"Unfavorable"
"27261",50,"Unfavorable"
"27262",70,"Lightly Favorable"
"27263",66,"Lightly Favorable"
"27264",98,"Strongly Favorable"
"27265",79,"Strongly Favorable"
"27266",50,"Unfavorable"
"27267",80,"Strongly Favorable"
"27268",94,"Strongly Favorable"
"27269",77,"Strongly Favorable"
"27270",67,"Lightly Favorable"
"27271",84,"Strongly Favorable"
"27272",68,"Lightly Favorable"
"27273",50,"Unfavorable"
"27274",50,"Unfavorable"
"27275",98,"Strongly Favorable"
"27276",80,"Strongly Favorable"
"27277",88,"Strongly Favorable"
"27278",77,"Strongly Favorable"
"27279",85,"Strongly Favorable"
"27280",95,"Strongly Favorable"
"27281",100,"Strongly Favorable"
"27282",51,"Lightly Favorable"
"27283",60,"Lightly Favorable"
"27284",76,"Strongly Favorable"
"27285",100,"Strongly Favorable"
"27286",100,"Strongly Favorable"
"27287",40,"Unfavorable"
"27288",35,"Unfavorable"
"27289",92,"Strongly Favorable"
"27290",99,"Strongly Favorable"
"27291",60,"Lightly Favorable"
"27292",100,"Strongly Favorable"
"27293",89,"Strongly Favorable"
"27294",82,"Strongly Favorable"
"27295",100,"Strongly Favorable"
"27296",100,"Strongly Favorable"
"27297",30,"Unfavorable"
"27298",100,"Strongly Favorable"
"27299",89,"Strongly Favorable"
"27300",100,"Strongly Favorable"
"27301",50,"Unfavorable"
"27302",51,"Lightly Favorable"
"27303",83,"Strongly Favorable"
"27304",80,"Strongly Favorable"
"27305",66,"Lightly Favorable"
"27306",100,"Strongly Favorable"
"27307",70,"Lightly Favorable"
"27308",84,"Strongly Favorable"
"27309",49,"Unfavorable"
"27310",51,"Lightly Favorable"
"27311",94,"Strongly Favorable"
"27312",3,"Strongly unfavorable"
"27313",50,"Unfavorable"
"27314",67,"Lightly Favorable"
"27315",96,"Strongly Favorable"
"27316",78,"Strongly Favorable"
"27317",95,"Strongly Favorable"
"27318",79,"Strongly Favorable"
"27319",100,"Strongly Favorable"
"27320",91,"Strongly Favorable"
"27321",51,"Lightly Favorable"
"27322",87,"Strongly Favorable"
"27323",85,"Strongly Favorable"
"27324",94,"Strongly Favorable"
"27325",90,"Strongly Favorable"
"27326",50,"Unfavorable"
"27327",96,"Strongly Favorable"
"27328",75,"Lightly Favorable"
"27329",35,"Unfavorable"
"27330",85,"Strongly Favorable"
"27331",60,"Lightly Favorable"
"27332",90,"Strongly Favorable"
"27333",99,"Strongly Favorable"
"27334",100,"Strongly Favorable"
"27335",50,"Unfavorable"
"27336",100,"Strongly Favorable"
"27337",50,"Unfavorable"
"27338",57,"Lightly Favorable"
"27339",97,"Strongly Favorable"
"27340",95,"Strongly Favorable"
"27341",50,"Unfavorable"
"27342",79,"Strongly Favorable"
"27343",92,"Strongly Favorable"
"27344",96,"Strongly Favorable"
"27345",95,"Strongly Favorable"
"27346",50,"Unfavorable"
"27347",81,"Strongly Favorable"
"27348",94,"Strongly Favorable"
"27349",88,"Strongly Favorable"
"27350",77,"Strongly Favorable"
"27351",74,"Lightly Favorable"
"27352",71,"Lightly Favorable"
"27353",100,"Strongly Favorable"
"27354",90,"Strongly Favorable"
"27355",95,"Strongly Favorable"
"27356",99,"Strongly Favorable"
"27357",100,"Strongly Favorable"
"27358",50,"Unfavorable"
"27359",91,"Strongly Favorable"
"27360",51,"Lightly Favorable"
"27361",98,"Strongly Favorable"
"27362",65,"Lightly Favorable"
"27363",38,"Unfavorable"
"27364",100,"Strongly Favorable"
"27365",60,"Lightly Favorable"
"27366",80,"Strongly Favorable"
"27367",51,"Lightly Favorable"
"27368",99,"Strongly Favorable"
"27369",85,"Strongly Favorable"
"27370",80,"Strongly Favorable"
"27371",4,"Strongly unfavorable"
"27372",100,"Strongly Favorable"
"27373",97,"Strongly Favorable"
"27374",81,"Strongly Favorable"
"27375",67,"Lightly Favorable"
"27376",39,"Unfavorable"
"27377",89,"Strongly Favorable"
"27378",97,"Strongly Favorable"
"27379",99,"Strongly Favorable"
"27380",78,"Strongly Favorable"
"27381",70,"Lightly Favorable"
"27382",80,"Strongly Favorable"
"27383",71,"Lightly Favorable"
"27384",100,"Strongly Favorable"
"27385",69,"Lightly Favorable"
"27386",50,"Unfavorable"
"27387",50,"Unfavorable"
"27388",100,"Strongly Favorable"
"27389",98,"Strongly Favorable"
"27390",97,"Strongly Favorable"
"27391",75,"Lightly Favorable"
"27392",90,"Strongly Favorable"
"27393",50,"Unfavorable"
"27394",80,"Strongly Favorable"
"27395",67,"Lightly Favorable"
"27396",50,"Unfavorable"
"27397",77,"Strongly Favorable"
"27398",60,"Lightly Favorable"
"27399",100,"Strongly Favorable"
"27400",50,"Unfavorable"
"27401",52,"Lightly Favorable"
"27402",80,"Strongly Favorable"
"27403",80,"Strongly Favorable"
"27404",75,"Lightly Favorable"
"27405",99,"Strongly Favorable"
"27406",100,"Strongly Favorable"
"27407",61,"Lightly Favorable"
"27408",48,"Unfavorable"
"27409",78,"Strongly Favorable"
"27410",95,"Strongly Favorable"
"27411",79,"Strongly Favorable"
"27412",53,"Lightly Favorable"
"27413",80,"Strongly Favorable"
"27414",56,"Lightly Favorable"
"27415",50,"Unfavorable"
"27416",99,"Strongly Favorable"
"27417",93,"Strongly Favorable"
"27418",94,"Strongly Favorable"
"27419",100,"Strongly Favorable"
"27420",53,"Lightly Favorable"
"27421",40,"Unfavorable"
"27422",89,"Strongly Favorable"
"27423",98,"Strongly Favorable"
"27424",51,"Lightly Favorable"
"27425",50,"Unfavorable"
"27426",100,"Strongly Favorable"
"27427",91,"Strongly Favorable"
"27428",80,"Strongly Favorable"
"27429",80,"Strongly Favorable"
"27430",90,"Strongly Favorable"
"27431",71,"Lightly Favorable"
"27432",41,"Unfavorable"
"27433",50,"Unfavorable"
"27434",80,"Strongly Favorable"
"27435",71,"Lightly Favorable"
"27436",50,"Unfavorable"
"27437",84,"Strongly Favorable"
"27438",19,"Strongly unfavorable"
"27439",29,"Unfavorable"
"27440",83,"Strongly Favorable"
"27441",90,"Strongly Favorable"
"27442",50,"Unfavorable"
"27443",5,"Strongly unfavorable"
"27444",40,"Unfavorable"
"27445",90,"Strongly Favorable"
"27446",50,"Unfavorable"
"27447",79,"Strongly Favorable"
"27448",93,"Strongly Favorable"
"27449",90,"Strongly Favorable"
"27450",100,"Strongly Favorable"
"27451",95,"Strongly Favorable"
"27452",70,"Lightly Favorable"
"27453",82,"Strongly Favorable"
"27454",100,"Strongly Favorable"
"27455",88,"Strongly Favorable"
"27456",100,"Strongly Favorable"
"27457",93,"Strongly Favorable"
"27458",100,"Strongly Favorable"
"27459",69,"Lightly Favorable"
"27460",70,"Lightly Favorable"
"27461",42,"Unfavorable"
"27462",99,"Strongly Favorable"
"27463",50,"Unfavorable"
"27464",100,"Strongly Favorable"
"27465",80,"Strongly Favorable"
"27466",75,"Lightly Favorable"
"27467",76,"Strongly Favorable"
"27468",40,"Unfavorable"
"27469",95,"Strongly Favorable"
"27470",81,"Strongly Favorable"
"27471",9,"Strongly unfavorable"
"27472",73,"Lightly Favorable"
"27473",56,"Lightly Favorable"
"27474",81,"Strongly Favorable"
"27475",84,"Strongly Favorable"
"27476",92,"Strongly Favorable"
"27477",100,"Strongly Favorable"
"27478",100,"Strongly Favorable"
"27479",75,"Lightly Favorable"
"27480",99,"Strongly Favorable"
"27481",100,"Strongly Favorable"
"27482",84,"Strongly Favorable"
"27483",90,"Strongly Favorable"
"27484",56,"Lightly Favorable"
"27485",76,"Strongly Favorable"
"27486",98,"Strongly Favorable"
"27487",86,"Strongly Favorable"
"27488",85,"Strongly Favorable"
"27489",100,"Strongly Favorable"
"27490",77,"Strongly Favorable"
"27491",65,"Lightly Favorable"
"27492",69,"Lightly Favorable"
"27493",80,"Strongly Favorable"
"27494",50,"Unfavorable"
"27495",91,"Strongly Favorable"
"27496",90,"Strongly Favorable"
"27497",89,"Strongly Favorable"
"27498",91,"Strongly Favorable"
"27499",12,"Strongly unfavorable"
"27500",66,"Lightly Favorable"
"27501",51,"Lightly Favorable"
"27502",100,"Strongly Favorable"
"27503",78,"Strongly Favorable"
"27504",59,"Lightly Favorable"
"27505",78,"Strongly Favorable"
"27506",78,"Strongly Favorable"
"27507",91,"Strongly Favorable"
"27508",71,"Lightly Favorable"
"27509",86,"Strongly Favorable"
"27510",81,"Strongly Favorable"
"27511",95,"Strongly Favorable"
"27512",100,"Strongly Favorable"
"27513",22,"Strongly unfavorable"
"27514",53,"Lightly Favorable"
"27515",80,"Strongly Favorable"
"27516",50,"Unfavorable"
"27517",59,"Lightly Favorable"
"27518",100,"Strongly Favorable"
"27519",100,"Strongly Favorable"
"27520",87,"Strongly Favorable"
"27521",98,"Strongly Favorable"
"27522",88,"Strongly Favorable"
"27523",50,"Unfavorable"
"27524",52,"Lightly Favorable"
"27525",75,"Lightly Favorable"
"27526",84,"Strongly Favorable"
"27527",55,"Lightly Favorable"
"27528",53,"Lightly Favorable"
"27529",84,"Strongly Favorable"
"27530",77,"Strongly Favorable"
"27531",59,"Lightly Favorable"
"27532",90,"Strongly Favorable"
"27533",90,"Strongly Favorable"
"27534",60,"Lightly Favorable"
"27535",100,"Strongly Favorable"
"27536",53,"Lightly Favorable"
"27537",76,"Strongly Favorable"
"27538",51,"Lightly Favorable"
"27539",52,"Lightly Favorable"
"27540",99,"Strongly Favorable"
"27541",31,"Unfavorable"
"27542",50,"Unfavorable"
"27543",91,"Strongly Favorable"
"27544",100,"Strongly Favorable"
"27545",100,"Strongly Favorable"
"27546",99,"Strongly Favorable"
"27547",56,"Lightly Favorable"
"27548",54,"Lightly Favorable"
"27549",100,"Strongly Favorable"
"27550",16,"Strongly unfavorable"
"27551",91,"Strongly Favorable"
"27552",90,"Strongly Favorable"
"27553",53,"Lightly Favorable"
"27554",100,"Strongly Favorable"
"27555",100,"Strongly Favorable"
"27556",52,"Lightly Favorable"
"27557",80,"Strongly Favorable"
"27558",81,"Strongly Favorable"
"27559",58,"Lightly Favorable"
"27560",51,"Lightly Favorable"
"27561",77,"Strongly Favorable"
"27562",59,"Lightly Favorable"
"27563",92,"Strongly Favorable"
"27564",50,"Unfavorable"
"27565",86,"Strongly Favorable"
"27566",89,"Strongly Favorable"
"27567",75,"Lightly Favorable"
"27568",78,"Strongly Favorable"
"27569",59,"Lightly Favorable"
"27570",80,"Strongly Favorable"
"27571",75,"Lightly Favorable"
"27572",50,"Unfavorable"
"27573",47,"Unfavorable"
"27574",75,"Lightly Favorable"
"27575",100,"Strongly Favorable"
"27576",79,"Strongly Favorable"
"27577",70,"Lightly Favorable"
"27578",85,"Strongly Favorable"
"27579",78,"Strongly Favorable"
"27580",74,"Lightly Favorable"
"27581",50,"Unfavorable"
"27582",100,"Strongly Favorable"
"27583",84,"Strongly Favorable"
"27584",100,"Strongly Favorable"
"27585",100,"Strongly Favorable"
"27586",98,"Strongly Favorable"
"27587",50,"Unfavorable"
"27588",77,"Strongly Favorable"
"27589",90,"Strongly Favorable"
"27590",42,"Unfavorable"
"27591",77,"Strongly Favorable"
"27592",50,"Unfavorable"
"27593",49,"Unfavorable"
"27594",98,"Strongly Favorable"
"27595",79,"Strongly Favorable"
"27596",21,"Strongly unfavorable"
"27597",100,"Strongly Favorable"
"27598",76,"Strongly Favorable"
"27599",2,"Strongly unfavorable"
"27600",51,"Lightly Favorable"
"27601",47,"Unfavorable"
"27602",63,"Lightly Favorable"
"27603",96,"Strongly Favorable"
"27604",100,"Strongly Favorable"
"27605",97,"Strongly Favorable"
"27606",82,"Strongly Favorable"
"27607",52,"Lightly Favorable"
"27608",80,"Strongly Favorable"
"27609",95,"Strongly Favorable"
"27610",50,"Unfavorable"
"27611",100,"Strongly Favorable"
"27612",90,"Strongly Favorable"
"27613",91,"Strongly Favorable"
"27614",96,"Strongly Favorable"
"27615",55,"Lightly Favorable"
"27616",79,"Strongly Favorable"
"27617",91,"Strongly Favorable"
"27618",92,"Strongly Favorable"
"27619",47,"Unfavorable"
"27620",90,"Strongly Favorable"
"27621",31,"Unfavorable"
"27622",41,"Unfavorable"
"27623",64,"Lightly Favorable"
"27624",36,"Unfavorable"
"27625",88,"Strongly Favorable"
"27626",81,"Strongly Favorable"
"27627",50,"Unfavorable"
"27628",50,"Unfavorable"
"27629",96,"Strongly Favorable"
"27630",100,"Strongly Favorable"
"27631",80,"Strongly Favorable"
"27632",52,"Lightly Favorable"
"27633",48,"Unfavorable"
"27634",95,"Strongly Favorable"
"27635",50,"Unfavorable"
"27636",100,"Strongly Favorable"
"27637",47,"Unfavorable"
"27638",100,"Strongly Favorable"
"27639",75,"Lightly Favorable"
"27640",51,"Lightly Favorable"
"27641",63,"Lightly Favorable"
"27642",77,"Strongly Favorable"
"27643",80,"Strongly Favorable"
"27644",94,"Strongly Favorable"
"27645",73,"Lightly Favorable"
"27646",53,"Lightly Favorable"
"27647",59,"Lightly Favorable"
"27648",75,"Lightly Favorable"
"27649",65,"Lightly Favorable"
"27650",89,"Strongly Favorable"
"27651",82,"Strongly Favorable"
"27652",75,"Lightly Favorable"
"27653",50,"Unfavorable"
"27654",100,"Strongly Favorable"
"27655",66,"Lightly Favorable"
"27656",50,"Unfavorable"
"27657",91,"Strongly Favorable"
"27658",86,"Strongly Favorable"
"27659",90,"Strongly Favorable"
"27660",87,"Strongly Favorable"
"27661",80,"Strongly Favorable"
"27662",88,"Strongly Favorable"
"27663",100,"Strongly Favorable"
"27664",75,"Lightly Favorable"
"27665",53,"Lightly Favorable"
"27666",41,"Unfavorable"
"27667",83,"Strongly Favorable"
"27668",64,"Lightly Favorable"
"27669",80,"Strongly Favorable"
"27670",75,"Lightly Favorable"
"27671",99,"Strongly Favorable"
"27672",54,"Lightly Favorable"
"27673",77,"Strongly Favorable"
"27674",50,"Unfavorable"
"27675",47,"Unfavorable"
"27676",61,"Lightly Favorable"
"27677",76,"Strongly Favorable"
"27678",75,"Lightly Favorable"
"27679",50,"Unfavorable"
"27680",77,"Strongly Favorable"
"27681",66,"Lightly Favorable"
"27682",71,"Lightly Favorable"
"27683",53,"Lightly Favorable"
"27684",73,"Lightly Favorable"
"27685",85,"Strongly Favorable"
"27686",50,"Unfavorable"
"27687",95,"Strongly Favorable"
"27688",50,"Unfavorable"
"27689",60,"Lightly Favorable"
"27690",75,"Lightly Favorable"
"27691",50,"Unfavorable"
"27692",94,"Strongly Favorable"
"27693",100,"Strongly Favorable"
"27694",67,"Lightly Favorable"
"27695",55,"Lightly Favorable"
"27696",50,"Unfavorable"
"27697",61,"Lightly Favorable"
"27698",97,"Strongly Favorable"
"27699",79,"Strongly Favorable"
"27700",37,"Unfavorable"
"27701",71,"Lightly Favorable"
"27702",100,"Strongly Favorable"
"27703",92,"Strongly Favorable"
"27704",7,"Strongly unfavorable"
"27705",69,"Lightly Favorable"
"27706",51,"Lightly Favorable"
"27707",50,"Unfavorable"
"27708",10,"Strongly unfavorable"
"27709",60,"Lightly Favorable"
"27710",100,"Strongly Favorable"
"27711",70,"Lightly Favorable"
"27712",99,"Strongly Favorable"
"27713",63,"Lightly Favorable"
"27714",26,"Unfavorable"
"27715",94,"Strongly Favorable"
"27716",99,"Strongly Favorable"
"27717",76,"Strongly Favorable"
"27718",71,"Lightly Favorable"
"27719",77,"Strongly Favorable"
"27720",100,"Strongly Favorable"
"27721",7,"Strongly unfavorable"
"27722",74,"Lightly Favorable"
"27723",77,"Strongly Favorable"
"27724",50,"Unfavorable"
"27725",91,"Strongly Favorable"
"27726",50,"Unfavorable"
"27727",95,"Strongly Favorable"
"27728",90,"Strongly Favorable"
"27729",100,"Strongly Favorable"
"27730",81,"Strongly Favorable"
"27731",50,"Unfavorable"
"27732",53,"Lightly Favorable"
"27733",94,"Strongly Favorable"
"27734",46,"Unfavorable"
